Ranking,Country,Regional indicator,Happiness score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Year
47,Romania,Central And Eastern Europe,0.7759582790091264,0.7291259572748892,0.07733667334669338,0.6086956521739131,0.07978179937952432,0.012123606889564336,0.10261459403905447,2020
48,Kuwait,Middle East And North Africa,0.7731421121251629,0.9272421082948157,0.08059619238476953,0.6086956521739131,0.08506411582213032,0.023603850050658563,0.00810277492291881,2020
49,Mauritius,Sub-Saharan Africa,0.773037809647979,0.6987101664643282,0.09036573146292584,0.5869565217391304,0.08813340227507756,0.03323100303951368,0.08656526207605345,2020
50,Kazakhstan,Commonwealth Of Independent States,0.7673794002607561,0.7305529943778538,0.09409519038076151,0.5652173913043479,0.07420062047569803,0.02733130699088146,0.08148098663926003,2020
51,Estonia,Western Europe,0.7626727509778357,0.7760071761865809,0.09409218436873747,0.6521739130434783,0.008601861427094105,0.022250253292806485,0.06388180883864338,2020
52,Philippines,Southeast Asia,0.05586701434159061,0.5044271151049927,0.08063527054108216,0.5,0.0927683557394002,0.022983789260385006,0.07764131551901336,2020
53,Hungary,Central And Eastern Europe,0.759882659713168,0.7576987001662043,0.09213527054108216,0.6304347826086956,0.05763805584281283,0.012533941236068897,0.09746454265159302,2020
54,Thailand,Southeast Asia,0.7596740547588005,0.06553470390230147,0.08724749498997994,0.6086956521739131,0.09090899689762152,0.06698176291793315,0.09663720452209662,2020
55,Argentina,Latin America And Caribbean,0.7565319426336374,0.6692964017064444,0.008886773547094188,0.6521739130434783,0.07769183040330921,0.01246403242147923,0.0911294964028777,2020
56,Honduras,Latin America And Caribbean,0.7537288135593219,0.3896591311374096,0.07683266533066131,0.6086956521739131,0.08474870734229577,0.0045612968591692,0.08604110996916753,2020
57,Latvia,Western Europe,0.05513689700130377,0.742788312496125,0.09157815631262524,0.6086956521739131,0.04910548086866598,0.013408308004052686,0.08535046248715314,2020
58,Ecuador,Latin America And Caribbean,0.7500782268578878,0.5553584393194224,0.7905811623246493,0.6521739130434783,0.08282213029989659,0.020448834853090174,0.0860524152106886,2020
59,Portugal,Western Europe,0.7482138200782268,0.760622776192181,0.08673046092184368,0.7173913043478259,0.08799276111685626,0.009430597771023303,0.09742857142857143,2020
60,Jamaica,Latin America And Caribbean,0.7454628422425033,0.5069891817187248,0.0009118236472945891,0.6086956521739131,0.08250775594622545,0.02067375886524823,0.09696300102774923,2020
61,South Korea,East Asia,0.7431942633637547,0.8104070705838352,0.07339478957915832,0.7608695652173914,0.03868769389865564,0.03028166160081054,0.08454059609455293,2020
62,Japan,East Asia,0.7429856584093871,0.8243484330592595,0.08626452905811623,0.7826086956521738,0.07390692864529473,0.006349544072948329,0.06779958890030832,2020
63,Peru,Latin America And Caribbean,0.7333376792698826,0.5977665419300902,0.07824048096192385,0.6304347826086956,0.07655325749741469,0.016289766970618035,0.009756423432682427,2020
64,Serbia,Central And Eastern Europe,0.7309126466753584,0.6430807200987225,0.08594789579158316,0.6304347826086956,0.058984488107549124,0.026721377912867276,0.009131551901336073,2020
65,Bolivia,Latin America And Caribbean,0.7269100391134289,0.4756993681835728,0.07396392785571142,0.5434782608695652,0.08569079627714582,0.02460385005065856,0.08871428571428572,2020
66,Pakistan,South Asia,0.7198435462842242,0.40139543628134333,0.0056523046092184365,0.4130434782608696,0.006047569803516029,0.04066565349544073,0.07914388489208633,2020
67,Paraguay,Latin America And Caribbean,0.7196870925684484,0.5843871940670458,0.008858717434869738,0.5869565217391304,0.8748707342295761,0.036326241134751774,0.09023021582733813,2020
68,Dominican Republic,Latin America And Caribbean,0.7193089960886571,0.6398336356745276,0.008604208416833667,0.5869565217391304,0.08396173733195451,0.0019949341438703144,0.08042446043165467,2020
69,Bosnia And Herzegovina,Central And Eastern Europe,0.7173402868318122,0.5976665393300226,0.07795490981963928,0.6304347826086956,0.04555015511892451,0.04694224924012159,0.010254881808838644,2020
70,Moldova,Central And Eastern Europe,0.708657105606258,0.4606929780174285,0.08011222444889779,0.5652173913043479,0.05811065149948294,0.03094731509625127,0.10000308324768756,2020
71,Tajikistan,Commonwealth Of Independent States,0.7019035202086049,0.30903503491090767,0.07888677354709418,0.5434782608695652,0.07773629782833506,0.032434650455927055,0.060023638232271324,2020
72,Montenegro,Central And Eastern Europe,0.7006518904823988,0.0657377091804387,0.08194789579158317,0.6521739130434783,0.045230610134436404,0.026495440729483285,0.08379958890030834,2020
73,Russia,Commonwealth Of Independent States,0.049869621903520206,0.7334200689217919,0.0892635270541082,0.5434782608695652,0.05959152016546019,0.017609929078014185,0.0939660842754368,2020
74,Kyrgyzstan,Commonwealth Of Independent States,0.7000521512385918,0.33396368305575946,0.08682765531062123,0.5434782608695652,0.0916804550155119,0.0535856129685917,0.09690236382322713,2020
75,Belarus,Commonwealth Of Independent States,0.6998435462842242,0.6630422390982166,0.089813627254509,0.5869565217391304,0.004337125129265771,0.015990881458966565,0.06545426515930113,2020
77,Greece,Middle East And North Africa,0.049465449804432834,0.7341170870442632,0.07568737474949899,0.7173913043478259,0.025883143743536712,0.0,0.09335971223021583,2020
78,Hong Kong S.A.R. Of China,East Asia,0.6959973924380704,0.8959482946556611,0.08051803607214428,0.826086956521739,0.06852016546018615,0.05125835866261398,0.03868345323741008,2020
79,Croatia,Central And Eastern Europe,0.6952542372881355,0.7217217647658839,0.0849008016032064,0.6739130434782608,0.05690072388831438,0.020269503546099292,0.10039876670092499,2020
80,Libya,Middle East And North Africa,0.6931812255541068,0.6650332908655625,0.07745591182364729,0.5,0.06732678386763186,0.025382978723404257,0.0695693730729702,2020
81,Mongolia,East Asia,0.6889308996088656,0.5888663105240737,0.09446192384769538,0.5,0.05305894519131334,0.046920972644376904,0.09380472764645427,2020
82,Malaysia,Southeast Asia,0.6795567144719686,0.7603757697700141,0.07601302605210421,0.6086956521739131,0.08904343329886247,0.048876393110435665,0.090792394655704,2020
83,Vietnam,Southeast Asia,0.675541069100391,0.4673141501679044,0.08113326653306613,0.6304347826086956,0.09708273009307136,0.024268490374873355,0.08545529290853032,2020
84,Indonesia,Southeast Asia,0.6666883963494132,0.5803070879842877,0.0074769539078156306,0.5,0.08475077559462255,0.09648632218844985,0.009539568345323742,2020
85,Ivory Coast,Sub-Saharan Africa,0.65986962190352,0.34952608767827964,0.05177955911823647,0.23913043478260865,0.05923681489141675,0.03021175278622087,0.08475231243576567,2020
86,Benin,Sub-Saharan Africa,0.04556714471968709,0.23834219689711936,0.022818637274549095,0.326086956521739,0.006053774560496381,0.034969604863221884,0.007849948612538541,2020
87,Maldives,Southeast Asia,0.6552151238591916,0.0610335868732587,0.09079358717434868,0.6956521739130435,0.08177352637021718,0.039864235055724416,0.08891366906474821,2020
88,Congo (Brazzaville),Sub-Saharan Africa,0.6547979139504563,0.4123397208327417,0.04905511022044088,0.4130434782608696,0.0576546018614271,0.020841945288753803,0.07989928057553958,2020
89,Azerbaijan,Commonwealth Of Independent States,0.6509387222946544,0.6444417554856426,0.07644088176352705,0.5869565217391304,0.069770423991727,0.7132725430597772,0.05510277492291881,2020
90,Macedonia,Central And Eastern Europe,0.6502868318122554,0.6087138265594906,0.0766072144288577,0.6304347826086956,0.06119131334022751,0.033047619047619055,0.09803391572456321,2020
91,Ghana,Sub-Saharan Africa,0.04468057366362449,0.3747557436493349,0.06256913827655311,0.3913043478260869,0.07119544984488109,0.04645997973657549,0.009187050359712231,2020
92,Nepal,South Asia,0.6473402868318122,0.2889755133633475,0.007127254509018036,0.5434782608695652,0.07169079627714582,0.05351469098277609,0.07819732785200412,2020
93,Turkey,Middle East And North Africa,0.6466362451108213,0.7335300717818664,0.07751202404809618,0.6086956521739131,0.037948293691830406,0.015271529888551167,0.07945323741007194,2020
94,China,East Asia,0.6456062581486309,0.6446117599057576,0.07329859719438878,0.6521739130434783,0.08973940020682525,0.01405065856129686,0.08017266187050359,2020
95,Turkmenistan,Commonwealth Of Independent States,0.644980443285528,0.656605071731865,0.09779859719438877,0.5,0.007685625646328853,0.057454913880445796,0.09631654676258992,2020
96,Bulgaria,Central And Eastern Europe,0.6426857887874836,0.6810687077864025,0.09456813627254508,0.6086956521739131,0.062324715615305074,0.018462006079027357,0.0010277492291880781,2020
97,Morocco,Middle East And North Africa,0.641812255541069,0.49368983593573434,0.041775551102204406,0.5869565217391304,0.06713340227507757,0.007118541033434651,0.08785817060637205,2020
98,Cameroon,Sub-Saharan Africa,0.640521512385919,0.327961526999702,0.05825450901803607,0.30434782608695654,0.06552016546018614,0.035209726443769004,0.09228982528263104,2020
99,Venezuela,Latin America And Caribbean,0.6363885267275097,0.5012500325008451,0.008731462925851703,0.6086956521739131,0.04053154084798346,0.15501519756838908,0.09051079136690647,2020
100,Argelia,Middle East And North Africa,0.6301173402868318,0.6142349701092229,0.07400601202404809,0.5869565217391304,0.012521199586349537,0.02114387031408308,0.0778715313463515,2020
101,Senegal,Sub-Saharan Africa,0.6269491525423728,0.328029528767748,0.0618066132264529,0.4565217391304348,0.052566701137538786,0.02923100303951368,0.08699383350462488,2020
102,Guinea,Sub-Saharan Africa,0.6228422425032594,0.0025380659897157325,0.04864829659318637,0.326086956521739,0.055471561530506724,0.04436170212765957,0.08114594039054471,2020
103,Niger,Sub-Saharan Africa,0.6176662320730116,0.07049883296965721,0.0455691382765531,0.326086956521739,0.06493381592554291,0.03701519756838906,0.762589928057554,2020
104,Laos,East Asia,0.6149282920469361,0.4651030926804097,0.06393086172344689,0.4347826086956521,0.09129369183040333,0.0484822695035461,0.06532579650565262,2020
105,Albania,Central And Eastern Europe,0.6141590612777053,0.5900243406328565,0.053771543086172345,0.6521739130434783,0.06890692864529473,0.030410334346504562,0.09788591983556012,2020
106,Cambodia,Southeast Asia,0.6096870925684484,0.35443321526359683,0.06937174348697395,0.5,0.10067838676318511,0.0414903748733536,0.08873484069886947,2020
107,Bangladesh,South Asia,0.6076531942633637,0.3619314102166657,0.005625250501002004,0.5652173913043479,0.0901158221302999,0.031426545086119556,0.06870606372045221,2020
108,Gabon,Sub-Saharan Africa,0.6071968709256844,0.6429917177846625,0.07163627254509017,0.4565217391304348,0.055110651499482945,0.009248226950354611,0.0920174717368962,2020
109,South Africa,Sub-Saharan Africa,0.6052151238591915,0.5870882642948717,0.08152204408817634,0.3913043478260869,0.06485522233712514,0.02247619047619048,0.009130524152106887,2020
110,Iraq,Middle East And North Africa,0.6013950456323337,0.6390706158360118,0.06548897795591183,0.4565217391304348,0.042301964839710444,0.02720466058763931,0.08867112024665982,2020
111,Lebanon,Middle East And North Africa,0.5996610169491525,0.5786880458891931,0.07721042084168336,0.6086956521739131,0.002767321613236815,0.0028186423505572444,0.09862692702980473,2020
112,Burkina Faso,Sub-Saharan Africa,0.5992959582790091,0.19683711776506188,0.0601753507014028,0.326086956521739,0.048091003102378495,0.0331418439716312,0.07840801644398766,2020
113,Gambia,Sub-Saharan Africa,0.5969361147327248,0.16724234830105583,0.05715130260521042,0.34782608695652173,0.060176835573940025,0.0757436676798379,0.07230010277492292,2020
114,Mali,Sub-Saharan Africa,0.5941590612777052,0.22937296369705612,0.06300801603206412,0.28260869565217384,0.056315408479834544,0.030168186423505574,0.09079547790339157,2020
115,Nigeria,Sub-Saharan Africa,0.5934810951760103,0.4203349287081464,0.06388677354709418,0.23913043478260865,0.06489968976215099,0.03935359675785208,0.09360123329907502,2020
116,Armenia,Commonwealth Of Independent States,0.5873142112125163,0.5259946758615724,0.06698597194388778,0.6086956521739131,0.05639607032057911,0.01906585612968592,0.08260842754367935,2020
117,Georgia,Commonwealth Of Independent States,0.5867666232073011,0.5513333346667013,0.047342685370741475,0.5434782608695652,0.007241985522233713,0.008465045592705169,0.06921685508735868,2020
118,Iran,Middle East And North Africa,0.5867405475880051,0.6698544162148216,0.057383767535070136,0.5869565217391304,0.044928645294725955,0.04924924012158055,0.07527646454265159,2020
119,Jordan,Middle East And North Africa,0.5816558018252933,0.5109722852794173,0.0738196392785571,0.6086956521739131,0.06337435367114788,0.016268490374873355,0.07349845837615622,2020
120,Mozambique,Sub-Saharan Africa,0.5803780964797913,0.11632002432063233,0.06184669338677354,0.326086956521739,0.08364839710444676,0.03919250253292807,0.07134224049331962,2020
121,Kenya,Sub-Saharan Africa,0.037314211212516296,0.3100370609635851,0.058601202404809614,0.4565217391304348,0.07744467425025853,0.07003850050658562,0.08982117163412127,2020
122,Namibia,Sub-Saharan Africa,0.5735332464146022,0.5467022142575707,0.08065831663326653,0.3913043478260869,0.06631954498448811,0.01359371833839919,0.09230421377183967,2020
123,Ukraine,Commonwealth Of Independent States,0.5721773142112124,0.5078852050153304,0.008555110220440882,0.5652173913043479,0.047647362978283356,0.03174772036474165,0.01009146968139774,2020
124,Liberia,Sub-Saharan Africa,0.5718122555410691,0.11330094582459145,0.05961523046092184,0.36956521739130443,0.06055325749741469,0.04035663627152989,0.09291675231243576,2020
125,Palestinian Territories,Middle East And North Africa,0.5711473272490221,0.38253594593459433,0.0773567134268537,0.5,0.04455635987590486,0.016325227963525837,0.08891264131551901,2020
126,Uganda,Sub-Saharan Africa,0.035345501955671446,0.20326028476740396,0.06813527054108215,0.36956521739130443,0.005991726990692865,0.04708510638297873,0.009047276464542653,2020
127,Chad,Sub-Saharan Africa,0.5541851368970012,0.19672011472298281,0.004785571142284568,0.19565217391304346,0.034099276111685624,0.0374822695035461,0.08624460431654676,2020
128,Tunisia,Middle East And North Africa,0.5502086049543675,0.5692578007028184,0.05646993987975951,0.6086956521739131,0.035182006204756984,0.009936170212765959,0.09431243576567318,2020
129,Mauritania,Middle East And North Africa,0.5479139504563233,0.3512121315154194,0.007208416833667334,0.3913043478260869,0.027702171664943126,0.022918946301925026,0.079207605344296,2020
130,Sri Lanka,South Asia,0.03397653194263363,0.05843851940150444,0.07736873747494989,0.6086956521739131,0.07885418821096174,0.04492603850050659,0.09324357656731758,2020
131,Congo (Kinshasa),Sub-Saharan Africa,0.03376792698826596,0.04066505729148958,0.0053937875751503,0.30434782608695654,0.05438986556359876,0.04522087132725431,0.008707091469681398,2020
132,Swaziland,Sub-Saharan Africa,0.5392438070404172,0.538540002040053,0.06894488977955912,0.26086956521739135,0.04474043433298863,0.01196048632218845,0.07448406988694758,2020
133,Myanmar,Southeast Asia,0.03372881355932203,0.441282473344307,0.07110420841683367,0.4347826086956521,0.08912409513960705,0.0010131712259371835,0.06662589928057554,2020
134,Comoros,Sub-Saharan Africa,0.5367014341590612,0.27047403232484046,0.04682765531062124,0.3913043478260869,0.027003102378490178,0.04596960486322189,0.08348920863309353,2020
135,Togo,Sub-Saharan Africa,0.5234810951760104,0.17448253654595022,0.03545691382765531,0.34782608695652173,0.04527817993795243,0.03569908814589666,0.08064028776978417,2020
136,Ethiopia,Sub-Saharan Africa,0.5233507170795306,0.020507533195863095,0.06481863727454909,0.4347826086956521,0.006154084798345398,0.0040486322188449855,0.08013669064748201,2020
137,Madagascar,Sub-Saharan Africa,0.5206649282920468,0.15914813785158416,0.0533316633266533,0.4347826086956521,0.028783867631851087,0.033994934143870316,0.0880770811921891,2020
138,Egypt,Middle East And North Africa,0.5188135593220339,0.05695748089450326,0.06361623246492985,0.5,0.055741468459152024,0.012233029381965552,0.08437307297019528,2020
139,Sierra Leone,Sub-Saharan Africa,0.48947848761408086,0.15655007030182785,0.048429859719438875,0.26086956521739135,0.05698552223371251,0.04581155015197569,0.09353340184994861,2020
140,Burundi,Sub-Saharan Africa,0.46977835723598427,0.0,0.02613026052104208,0.30434782608695654,0.041080661840744576,0.033321175278622085,0.061872559095580676,2020
141,Zambia,Sub-Saharan Africa,0.46770534550195564,0.3493560832581647,0.5801603206412825,0.34782608695652173,0.007328852119958635,0.04456231003039514,0.08606166495375128,2020
142,Haiti,Latin America And Caribbean,0.4626727509778356,0.18529681771726067,0.04186973947895791,0.36956521739130443,0.0025253360910031026,0.08248632218844985,0.07155909558067831,2020
143,Lesotho,Sub-Saharan Africa,0.4538070404172098,0.2960616976041377,0.07050601202404809,0.19565217391304346,0.061064115822130303,0.01824822695035461,0.09304316546762591,2020
144,India,South Asia,0.4434419817470664,0.4754383613973963,0.04171042084168337,0.4565217391304348,0.08668665977249225,0.042152988855116515,0.08242137718396711,2020
145,Malawi,Sub-Saharan Africa,0.023689700130378088,0.11488398698366158,0.034339679358717436,0.4130434782608696,0.07270217166494312,0.037905775075987844,0.07740082219938337,2020
146,Yemen,Middle East And North Africa,0.437457627118644,0.2555596445507583,0.07623847695390781,0.3913043478260869,0.036354705274043435,0.016836879432624113,0.08593627954779035,2020
147,Botswana,Sub-Saharan Africa,0.43113428943937415,0.06491768785988436,0.07029559118236473,0.4347826086956521,0.07593898655635989,0.005940222897669707,0.08315416238437821,2020
148,Tanzania,Sub-Saharan Africa,0.4307822685788787,0.2975087352271159,0.005650300601202404,0.3913043478260869,0.007597724922440539,0.048281661600810544,0.006347379239465571,2020
149,Central African Republic,Sub-Saharan Africa,0.4307431551499348,0.0267286949460686,0.0,0.13043478260869568,0.04367838676318511,0.045077001013171226,0.0973268242548818,2020
150,Rwanda,Sub-Saharan Africa,0.40941329856584086,0.22337280769300003,0.03385470941883767,0.4782608695652173,0.09010961737331954,0.041909827760891596,0.009179856115107915,2020
151,Zimbabwe,Sub-Saharan Africa,0.4077053455019556,0.27694520057521493,0.06784468937875751,0.36956521739130443,0.0562957600827301,0.02691084093211753,0.08717471736896197,2020
152,South Sudan,Sub-Saharan Africa,0.34478487614080827,0.1881268912991738,0.03582264529058116,0.26086956521739135,0.009786970010341263,0.03732826747720366,0.08134737923946557,2020
153,Afghanistan,South Asia,0.3122294654498044,0.1956910879682872,0.023078156312625248,0.30434782608695654,0.0,0.024045592705167176,0.010253854059609456,2020
149,Afghanistan,South Asia,0.30649282920469356,0.21140749659491145,0.0,0.28260869565217384,0.0,0.02277001013171226,0.010097636176772867,2021
93,Albania,Central And Eastern Europe,0.6447588005215122,0.05757549696292104,0.04521643286573146,0.6521739130434783,0.07091623578076525,0.03153292806484296,0.0981798561151079,2021
109,Argelia,Sub-Saharan Africa,0.6147327249022164,0.540210045461182,0.06534669338677354,0.5869565217391304,0.00172182006204757,0.02700709219858156,0.0803031860226105,2021
57,Argentina,Latin America And Caribbean,0.750612777053455,0.6637862584427195,0.08375250501002003,0.6521739130434783,0.07851706308169598,0.0012998986828774064,0.09014182939362796,2021
86,Armenia,Commonwealth Of Independent States,0.6662972620599739,0.5691457977907426,0.06478757515030059,0.6086956521739131,0.00779627714581179,0.014715298885511652,0.06562487153134636,2021
11,Australia,North America And Anz,0.9141329856584092,0.0830211585501223,0.09196092184368737,0.7608695652173914,0.09348603929679421,0.054545086119554206,0.04319321685508736,2021
10,Austria,Western Europe,0.9251238591916556,0.8523041599081577,0.09081062124248497,0.7391304347826086,0.09243846949327819,0.004026342451874367,0.04787872559095581,2021
90,Azerbaijan,Commonwealth Of Independent States,0.6517209908735332,0.5853802198857171,0.07188977955911822,0.5869565217391304,0.07600000000000001,0.008011144883485309,0.05088694758478931,2021
22,Bahrain,Middle East And North Africa,0.8441720990873531,0.8048689265920914,0.07684268537074147,0.6521739130434783,0.09547880041365048,0.004606889564336373,0.07672045220966084,2021
101,Bangladesh,South Asia,0.6326597131681877,0.3629744373353707,0.04444288577154308,0.5652173913043479,0.08704550155118926,0.03013779128672746,0.07188900308324768,2021
75,Belarus,Commonwealth Of Independent States,0.6990091264667535,0.6421536959960958,0.08608617234468938,0.5869565217391304,0.04708479834539814,0.013167173252279637,0.06529701952723535,2021
20,Belgium,Western Europe,0.06666232073011732,0.835693728036929,0.08529458917835671,0.7173913043478259,0.007057911065149949,0.016458966565349547,0.06756217882836588,2021
99,Benin,Sub-Saharan Africa,0.6353455019556713,0.28968353177182604,0.004990981963927855,0.34782608695652173,0.06603826266804551,0.03105876393110436,0.06937615621788285,2021
69,Bolivia,Latin America And Caribbean,0.7227900912646674,0.48100050601315636,0.06682064128256512,0.5434782608695652,0.0866297828335057,0.02574569402228977,0.09074717368961974,2021
64,Bosnia And Herzegovina,Central And Eastern Europe,0.7354628422425031,0.5896283303365888,0.007852705410821642,0.6304347826086956,0.057050672182006205,0.04892705167173252,0.10180061664953752,2021
146,Botswana,Sub-Saharan Africa,0.4295176010430247,0.6278473240304249,0.06192484969939879,0.4347826086956521,0.07779834539813857,0.005127659574468086,0.008614594039054471,2021
35,Brazil,Latin America And Caribbean,0.8028683181225553,0.5870922643988744,0.08068537074148296,0.6086956521739131,0.07428645294725957,0.02651063829787234,0.08084480986639261,2021
88,Bulgaria,Central And Eastern Europe,0.6640677966101695,0.6745525383659975,0.09015531062124248,0.6086956521739131,0.07137745604963806,0.23404255319148937,0.10190853031860225,2021
113,Burkina Faso,Sub-Saharan Africa,0.6077835723598435,0.2080914103766698,0.040373747494989974,0.326086956521739,0.05497931747673217,0.03413475177304965,0.07982939362795478,2021
140,Burundi,Sub-Saharan Africa,0.46977835723598427,0.0,0.005339679358717434,0.30434782608695654,0.04299069286452948,0.03227152988855117,0.006292908530318602,2021
114,Cambodia,Southeast Asia,0.6073402868318122,0.3442449503687096,0.058152304609218435,0.5,0.10138262668045503,0.03933333333333334,0.09128057553956835,2021
91,Cameroon,Sub-Saharan Africa,0.6479400260756192,0.31006606171760465,0.04756613226452905,0.326086956521739,0.06141985522233713,0.003831813576494428,0.09178108941418293,2021
14,Canada,North America And Anz,0.9036766623207301,0.8263244844365953,0.08926653306613225,0.7608695652173914,0.09366597724922442,0.04609118541033435,0.03988386433710175,2021
128,Chad,Sub-Saharan Africa,0.5454106910039113,0.1454147807843004,0.03017635270541082,0.19565217391304346,0.0346028955532575,0.040235055724417434,0.08690030832476876,2021
43,Chile,Latin America And Caribbean,0.7822425032594523,0.06856278263234845,0.0808196392785571,0.6739130434782608,0.06322957600827302,0.029778115501519757,0.08971017471736896,2021
84,China,East Asia,0.6736636245110821,0.6062227617918066,0.06705811623246494,0.6739130434782608,0.009184074457083765,0.017369807497467072,0.0807245632065776,2021
52,Colombia,Latin America And Caribbean,0.7614471968709257,0.5830401590441352,0.0739949899799599,0.6304347826086956,0.08001137538779732,0.018726443768996962,0.09097122302158274,2021
131,Comoros,Sub-Saharan Africa,0.5367014341590612,0.027846724014824388,0.031400801603206414,0.3913043478260869,0.0029152016546018615,0.00451469098277609,0.08374922918807812,2021
83,Congo (Brazzaville),Sub-Saharan Africa,0.6740026075619295,0.29572168876390786,0.033483967935871745,0.4130434782608696,0.05500930713547053,0.02693920972644377,0.0794398766700925,2021
16,Costa Rica,Latin America And Caribbean,0.8992568448500651,0.6474808345016971,0.08255611222444889,0.6956521739130435,0.09713857290589453,0.019743667679837894,0.0871212744090442,2021
60,Croatia,Central And Eastern Europe,0.7444067796610169,0.7147865844511958,0.08877254509018036,0.6956521739130435,0.06536918304033093,0.02081661600810537,0.0010277492291880781,2021
39,Cyprus,Western Europe,0.7889700130378096,0.7863954462816034,0.06541482965931864,0.7608695652173914,0.06701240951396072,0.03336575481256333,0.9136690647482014,2021
18,Czech Republic,Central And Eastern Europe,0.885606258148631,0.7824263430849202,0.09318436873747495,0.6956521739130435,0.08377766287487075,0.009745694022289768,0.09419630010277492,2021
2,Denmark,Western Europe,0.9709778357235982,0.8576642992717811,0.09470641282565129,0.7391304347826086,0.09910754912099277,0.03886322188449848,0.011612538540596094,2021
73,Dominican Republic,Latin America And Caribbean,0.7005215123859191,0.6320034320892343,0.07515731462925851,0.5869565217391304,0.08397828335056877,0.018910840932117527,0.0757831449126413,2021
66,Ecuador,Latin America And Caribbean,0.05271186440677965,0.5343288925512064,0.06892284569138275,0.6521739130434783,0.08092554291623578,0.020085106382978727,0.09116649537512847,2021
132,Egypt,Middle East And North Africa,0.5359322033898304,0.5450511713304547,0.05530160320641282,0.5,0.06447052740434334,0.0012948328267477205,0.08544604316546763,2021
49,El Salvador,Latin America And Caribbean,0.7677183833116035,0.482634548498261,0.05766933867735471,0.5869565217391304,0.08890072388831438,0.0021722391084093213,0.07267934224049331,2021
40,Estonia,Western Europe,0.7844458930899608,0.767465954114807,0.09221142284569138,0.6521739130434783,0.09261840744570839,0.022219858156028373,0.05330524152106886,2021
133,Ethiopia,Sub-Saharan Africa,0.5348891786179921,0.21118449079676072,0.058021042084168334,0.4347826086956521,0.06509513960703206,0.045200607902735564,0.08134121274409044,2021
1,Finland,Western Europe,0.9999999999999999,0.8261394796264704,0.09455110220440881,0.7173913043478259,0.09974560496380558,0.02324924012158055,0.012453237410071944,2021
21,France,Western Europe,0.8497783572359843,0.8119101096628513,0.09238376753507013,0.7608695652173914,0.7735263702171665,0.0017294832826747722,0.05859095580678315,2021
112,Gabon,Sub-Saharan Africa,0.6101303780964797,0.5922223977823423,0.060428857715430856,0.4565217391304348,0.06130506721820062,0.010782168186423505,0.09081500513874614,2021
98,Gambia,Sub-Saharan Africa,0.04341590612777052,0.20965345098972574,0.004371743486973948,0.34782608695652173,0.05541571871768357,0.08698176291793314,0.07959506680369989,2021
108,Georgia,Commonwealth Of Independent States,0.6152933507170795,0.5885423020998547,0.040154308617234465,0.5434782608695652,0.07045294725956568,0.006069908814589665,0.0686896197327852,2021
13,Germany,Western Europe,0.9103520208604954,0.8455659847156026,0.0848386773547094,0.7391304347826086,0.08672285418821098,0.03648632218844985,0.04533299075025694,2021
95,Ghana,Sub-Saharan Africa,0.6409778357235983,0.3881220911743706,0.050868737474949896,0.4130434782608696,0.0746546018614271,0.05025025329280649,0.09184892086330936,2021
68,Greece,Middle East And North Africa,0.723663624511082,0.7270779040255047,0.0693567134268537,0.7391304347826086,0.0351540847983454,0.0,0.08884686536485097,2021
30,Guatemala,Latin America And Caribbean,0.8164797913950456,0.48254454615820014,0.06753206412825652,0.5652173913043479,0.09210858324715616,0.030595744680851068,0.008311408016443988,2021
102,Guinea,Sub-Saharan Africa,0.6274054758800521,0.23995223875820773,0.034063126252505,0.34782608695652173,0.055445708376421925,0.046748733535967577,0.08200308324768757,2021
143,Haiti,Latin America And Caribbean,0.44886571056062574,0.16798936772356082,0.0014809619238476952,0.36956521739130443,0.03719131334022751,0.08665957446808512,0.007660842754367934,2021
59,Honduras,Latin America And Caribbean,0.7492959582790091,0.4016874438735408,0.06726853707414829,0.6086956521739131,0.08353464322647364,0.0045075987841945294,0.0871212744090442,2021
77,Hong Kong S.A.R. Of China,East Asia,0.6916036505867014,0.08710626476288384,0.07186272545090179,0.826086956521739,0.058889348500517066,0.043410334346504556,0.03844193216855088,2021
53,Hungary,Central And Eastern Europe,0.7587353324641459,0.7429313162142216,0.09260020040080161,0.6304347826086956,0.06558841778697001,0.0012451874366767985,0.09520349434737924,2021
4,Iceland,Western Europe,0.962425032594524,0.846608011808307,0.001002004008016032,0.7391304347826086,0.10077456049638056,0.05475785207700102,0.007083247687564235,2021
139,India,South Asia,0.4754628422425032,0.4230319988319697,0.02703006012024048,0.4782608695652173,0.08987900723888315,0.0460952380952381,0.08291983556012333,2021
82,Indonesia,Southeast Asia,0.6743676662320729,0.5446831617622058,0.06717034068136273,0.5,0.08631954498448811,0.0010131712259371835,0.09414080164439877,2021
118,Iran,Middle East And North Africa,0.593102998696219,0.5885023010598276,0.047651302605210416,0.5869565217391304,0.03967735263702172,0.06186524822695036,0.007578622816032888,2021
111,Iraq,Middle East And North Africa,0.6104302477183832,0.5197925146053798,0.05451603206412825,0.4782608695652173,0.0435904860392968,0.02870516717325228,0.009508735868448099,2021
15,Ireland,Western Europe,0.9013298565840937,0.9393054219409704,0.09332364729458917,0.7173913043478259,0.08745811789038263,0.044612968591692,0.03370709146968139,2021
12,Israel,Middle East And North Africa,0.9106910039113427,0.07861404396514309,0.9178356713426853,0.7608695652173914,0.007351602895553258,0.038933130699088145,0.08045118191161356,2021
